attendance_id,student_id,date_attended,status,subject_id,school_id,recorded_by,recorded_time,teacher_id,remarks
263,11692,27-05-2024,Absent,8,64,Gregory Keller,28-03-2024 23:52,161,Yourself already various.
264,6148,23-06-2024,Present,477,24,Mr. Anthony Compton,07-01-2025 07:45,840,Skin forward tax miss middle.
265,8323,03-03-2024,Absent,274,63,Daniel Wright,01-08-2024 23:22,649,Author remember the research white work.
266,19198,11-01-2025,Present,382,56,Darlene Wright,16-02-2024 13:12,812,Enter professor relationship.
267,16295,21-01-2025,Absent,207,3,Teresa Dawson,13-08-2024 09:27,689,Far part once one responsibility west west.
268,4684,03-10-2024,Absent,361,7,Miranda Allen,13-11-2024 07:21,192,Arrive morning guy authority group process campaign.
269,19897,01-01-2025,Absent,261,81,Kelly Meyer,11-01-2025 15:43,164,Really data cause mean play.
270,11732,26-08-2024,Present,37,35,William Hicks,23-07-2024 04:28,472,Dog not line it occur theory tax.
271,17195,02-02-2024,Present,106,78,Katherine Johnson,30-08-2024 10:14,170,Her true above attorney become.
272,7664,27-09-2024,Present,92,92,Caitlyn Ward,01-08-2024 06:59,928,Garden police media international organization long democratic up.
273,1332,11-10-2024,Present,247,89,Lisa Preston,17-06-2024 14:31,2,Score admit present law evening.
274,11155,12-01-2025,Absent,56,55,Tyrone Wong,06-09-2024 05:17,197,Weight explain town imagine reason we.
275,10483,08-04-2024,Absent,312,56,Allison White,20-11-2024 10:44,544,Nation lawyer send foreign tough.
276,14212,11-11-2024,Absent,499,77,Katherine Bates,19-07-2024 00:35,961,Practice meet Mr.
277,12131,16-10-2024,Present,253,3,Jordan Morales,27-06-2024 20:56,272,Black sister some prove.
278,516,23-05-2024,Absent,480,17,John Ochoa,03-08-2024 06:51,734,Answer goal true.
279,6949,14-01-2025,Present,82,87,Christine Hodges,18-11-2024 12:33,433,Throughout gun ago simply view.
280,10646,21-02-2024,Present,200,44,Joyce Stevens,03-10-2024 00:43,314,West draw some church whose measure surface.
281,15430,02-02-2024,Absent,186,83,Susan Johnson,20-07-2024 23:19,333,Fund article manage although decision feel doctor.
282,14308,11-11-2024,Present,144,93,Michelle Evans,09-06-2024 10:53,76,System result last morning.
283,12705,04-10-2024,Absent,131,17,Michelle Anderson,01-12-2024 21:38,141,Gun central fish glass system factor team.
284,585,20-11-2024,Present,59,18,Keith Allen,13-09-2024 01:25,550,Job and southern generation which official national.
285,408,07-10-2024,Present,25,67,Brian Buchanan,18-01-2025 05:42,359,Stage brother able remember.
286,7805,01-09-2024,Present,418,83,Sean Pham,09-08-2024 12:41,23,Wife theory maybe.
287,9183,15-09-2024,Absent,357,72,Douglas Montes,06-11-2024 08:01,175,East for trouble occur eat hope so executive.
288,14778,22-04-2024,Absent,461,49,Casey Hansen,17-06-2024 22:26,174,Summer past education compare society budget.
289,18786,20-09-2024,Present,226,76,Michael Rice,06-06-2024 08:00,500,Camera Congress serious yet indeed sign.
290,9373,23-05-2024,Present,268,54,Michael Gamble,12-08-2024 23:18,884,Right woman leader spend.
291,19719,02-05-2024,Absent,418,22,Hannah Ramirez,20-09-2024 15:36,299,Travel couple building doctor knowledge production drug.
292,4929,27-03-2024,Absent,394,72,Tyler Diaz,24-07-2024 10:09,165,Two foreign art they recently across.
293,4687,25-11-2024,Present,48,61,Brenda Simmons,23-12-2024 23:09,977,Guy how official relationship director opportunity.
294,10392,03-02-2024,Absent,390,61,Jennifer Romero,13-04-2024 03:06,378,State right question edge billion inside.
295,2877,14-11-2024,Present,321,84,Melanie Hernandez,26-03-2024 11:11,516,Third off above address play usually else.
296,9289,08-10-2024,Absent,93,44,Andrea Morris,03-04-2024 15:08,569,Sell could stay once.
297,7670,07-03-2024,Present,31,10,Nicholas Rosales,19-07-2024 01:32,468,Last box least media.
298,1065,14-11-2024,Present,159,93,John Thompson,17-07-2024 23:52,953,The identify still let support enough form what.
299,5068,08-05-2024,Present,321,37,Samuel Hodge,07-06-2024 10:09,245,Black result about.
300,2434,13-11-2024,Present,233,8,Patricia Hernandez,20-04-2024 00:49,841,Company anything talk free guess.
301,7987,14-05-2024,Absent,490,35,Robert Mccullough,20-10-2024 06:01,739,Total bag newspaper believe.
302,15743,30-01-2025,Present,208,62,William Monroe,14-06-2024 00:47,695,Mention industry see discuss participant protect.
303,15782,30-03-2024,Absent,383,93,Billy Lee,02-06-2024 01:45,171,Choice lawyer agreement phone subject ask himself approach.
304,10997,21-10-2024,Present,277,70,Christopher Mcdaniel,03-03-2024 01:56,105,Main worker second describe build speech say religious.
305,13113,30-11-2024,Present,50,5,Kenneth Heath,13-05-2024 16:13,252,Population lose level thousand water resource.
306,15272,08-01-2025,Absent,159,19,Sarah Smith,20-12-2024 23:53,928,Away glass student.
307,10035,17-12-2024,Present,315,84,Joseph Potts,17-04-2024 20:46,840,Green ten probably soldier bit natural affect.
308,19817,20-11-2024,Absent,7,36,Julie Carson,17-02-2024 01:59,197,Necessary candidate north or community.
309,16584,17-04-2024,Absent,295,88,Samuel Andrews,02-11-2024 21:18,313,Power arm together off Mrs force cultural identify.
310,386,19-05-2024,Absent,405,95,Danielle Walters,27-11-2024 10:39,244,Third seven between cold wife child staff.
311,19849,26-06-2024,Present,264,98,Dustin Evans,27-01-2025 20:09,282,Feeling choose international production edge.
312,529,23-05-2024,Absent,459,19,David Mccarthy,24-01-2025 04:38,797,Individual rule upon catch remain six seek.
313,10532,16-06-2024,Present,320,85,Natasha Nguyen,21-09-2024 23:39,814,Coach discussion world.
314,11343,05-02-2024,Absent,254,49,Marcia Johnson,25-09-2024 02:29,917,Minute contain father financial test capital half.
315,13420,27-09-2024,Absent,207,42,Edward Garcia,01-11-2024 15:35,331,Want positive nature girl open fall training.
316,9574,25-09-2024,Absent,368,14,Veronica Wheeler,08-07-2024 20:28,687,South forward fly its explain upon recognize.
317,7794,10-05-2024,Present,410,6,Richard Heath,07-09-2024 06:35,552,Wall benefit opportunity where.
318,10893,13-01-2025,Absent,455,5,Thomas Miller,16-02-2024 05:33,306,Future it step these sort.
319,10993,19-09-2024,Absent,147,64,David Douglas,16-12-2024 22:26,978,Need small another standard.
320,15431,26-11-2024,Present,117,63,Kelly Jones,30-10-2024 15:10,780,Democratic create gun together.
321,8808,24-05-2024,Present,39,25,Stephen Boyd,07-05-2024 10:24,842,Feel positive phone single owner how alone music.
322,11093,04-05-2024,Absent,311,56,Michael Downs,07-09-2024 11:16,850,Even shoulder half even point own.
323,15964,20-03-2024,Present,214,99,George Carpenter,08-10-2024 11:36,248,Project some newspaper condition long thought effort.
324,15530,02-03-2024,Present,306,79,Randy Mahoney,15-08-2024 06:03,830,Film whole soon moment.
325,18587,23-05-2024,Present,170,95,Denise Cooke,20-11-2024 22:32,354,Prevent hear American carry attorney study perhaps.
326,10270,21-04-2024,Absent,336,34,Thomas Murray,23-01-2025 18:31,857,Notice quality order anything.
327,13260,10-12-2024,Present,99,95,Jacob Lambert,20-05-2024 11:50,134,Half billion whole ok.
328,1626,12-11-2024,Absent,158,32,Kenneth Williamson,17-01-2025 23:30,57,What race more box.
329,9299,17-10-2024,Present,108,8,Megan Castro,04-11-2024 08:22,330,Guess surface social young.
330,6287,16-05-2024,Absent,298,19,Terry Johnson,23-05-2024 21:09,185,Right language full side never light.
331,333,18-12-2024,Present,435,24,Melanie Robbins,23-11-2024 23:08,343,Add more so road.
332,18227,23-04-2024,Present,84,10,David Chambers,07-11-2024 05:02,798,Foot bit religious catch last.
333,10370,23-10-2024,Present,237,8,Jennifer Lee,29-02-2024 23:04,75,Less pattern later.
334,587,23-10-2024,Present,428,48,Patrick Lawrence,29-12-2024 15:04,781,However size involve speech.
335,11946,17-10-2024,Absent,215,10,Angel Taylor,02-07-2024 13:05,308,Onto matter gun positive move power.
336,1887,26-02-2024,Present,160,63,Rachel Garcia,29-07-2024 16:53,295,Only spring bank cell item against.
337,1324,26-02-2024,Absent,377,21,Billy Roberts,25-11-2024 05:42,739,Decision practice PM there series attorney.
338,13794,16-09-2024,Present,20,28,Dawn Walker,28-09-2024 10:10,273,Natural station appear left smile conference.
339,3689,05-02-2024,Present,278,43,Mr. Michael Mason MD,06-07-2024 15:03,13,Tough collection development seat else.
340,10483,27-09-2024,Present,427,1,Robert Stuart,19-08-2024 05:33,243,Painting simple local.
341,17720,29-06-2024,Present,491,29,Erin Heath,25-10-2024 16:13,817,Candidate traditional professor case.
342,6921,01-03-2024,Absent,374,71,Jacob Fisher,03-07-2024 00:56,843,Let true blue page room leave.
343,10624,17-03-2024,Present,115,13,Brandy Bean,19-03-2024 06:17,555,Medical worker open.
344,8587,11-01-2025,Present,300,42,Bill Williamson,04-09-2024 02:39,692,Bad some difficult choice experience.
345,13034,06-11-2024,Present,285,80,Connor Snyder,22-11-2024 06:01,598,Thank character side what.
346,3277,02-09-2024,Present,218,86,Jennifer James,09-01-2025 18:00,741,Well someone week or if program successful.
347,8614,22-06-2024,Present,196,1,Lawrence Jackson,12-08-2024 14:15,804,International check sense stay interview song reach.
348,14233,18-01-2025,Present,179,9,Christopher Kelly,29-11-2024 19:39,908,Yes seem short project message win.
349,15931,14-02-2024,Absent,209,79,Kari Hays,07-11-2024 13:27,824,She chance instead.
350,16820,08-10-2024,Absent,31,72,Stephanie Harrison,18-02-2024 14:51,248,Contain in painting third standard trade him.
351,13409,13-02-2024,Absent,20,37,Brian Barron,23-12-2024 09:31,168,Hear set start.
352,13686,15-01-2025,Absent,420,34,Christina Lopez,14-05-2024 14:29,412,Expert despite beyond born explain cold contain.
353,1823,17-06-2024,Absent,160,61,Albert Sherman,30-12-2024 14:08,415,Like focus lay.
354,6094,17-08-2024,Absent,403,62,Ashley Taylor,04-09-2024 10:36,295,Race lose ball apply ground short may.
355,4922,24-06-2024,Absent,146,4,Steven Mueller,12-05-2024 04:02,416,Design view rock store four with agree.
356,2678,29-08-2024,Present,282,39,Meredith Bruce,06-12-2024 06:39,207,Choice as benefit worker wonder road.
357,357,13-11-2024,Present,464,19,Michelle Rogers,01-06-2024 00:19,837,Design thank center positive movie sign.
358,15648,25-06-2024,Present,62,16,Angela Cook,23-01-2025 13:51,705,Evidence identify hand her.
359,15793,25-05-2024,Absent,315,92,David Young,20-09-2024 18:36,3,Where cup mind explain painting.
360,1988,19-01-2025,Present,13,52,Rodney Gomez,04-10-2024 23:40,920,Drop any name.
361,1828,30-05-2024,Present,263,24,Logan Henry,02-08-2024 06:36,343,Avoid money house.
362,3645,25-07-2024,Absent,19,32,Stephen Miller,29-01-2025 06:22,974,Provide often religious scene back break.
363,12423,23-05-2024,Absent,497,90,Melissa Brown,20-09-2024 10:07,554,Someone best nothing.
364,2125,08-01-2025,Absent,409,66,Joseph Baker,24-05-2024 02:00,352,Bed expert they physical.
365,11716,21-07-2024,Absent,116,57,John Miller,17-11-2024 16:24,501,Back short personal wife direction she.
366,647,13-01-2025,Absent,119,94,Howard Duran,12-06-2024 04:42,88,Let set cold course compare new southern.
367,10669,23-11-2024,Present,47,92,Christopher Cruz,04-10-2024 12:48,9,So positive together stage price per.
368,489,07-01-2025,Present,95,76,Brad Houston,27-04-2024 23:43,39,Against sport almost dream.
369,16176,16-01-2025,Present,126,73,Cheryl Bowen,29-10-2024 16:36,313,Administration democratic thing recent own whatever.
370,12180,17-02-2024,Present,364,5,Paul Carlson,15-06-2024 03:30,497,Government say issue light production size.
371,12786,24-08-2024,Present,40,97,Edward Cook,11-04-2024 06:25,771,Pressure throw might since grow.
372,16493,29-09-2024,Present,482,68,William Hamilton,24-10-2024 22:24,851,However oil especially perform program not.
373,6014,07-07-2024,Absent,219,15,Seth Perkins DDS,17-07-2024 06:18,796,Itself team certainly tax.
374,14859,05-05-2024,Present,138,77,Gregory Trujillo,03-03-2024 19:30,7,Necessary last feel job.
375,18999,13-07-2024,Absent,335,84,Nancy Martinez,13-04-2024 07:36,788,Possible little region certainly.
376,1330,10-07-2024,Absent,152,13,David Dennis,03-04-2024 02:34,462,Now choose individual southern media.
377,1351,11-09-2024,Present,300,76,Danielle Harrison,16-07-2024 13:01,936,Figure security able adult our.
378,15120,13-01-2025,Present,391,51,Joseph Palmer,29-06-2024 16:57,602,Look economic provide hot.
379,4398,10-03-2024,Absent,247,86,Heather Nolan,11-02-2024 16:13,784,Deep its police view toward could during.
380,10056,22-08-2024,Present,397,63,Timothy Johnson,14-07-2024 20:14,518,Audience note network idea generation usually exist bill.
381,3621,24-07-2024,Present,493,17,Maureen Wang,28-11-2024 00:25,642,Contain concern career himself.
382,5590,04-06-2024,Present,286,41,Stephanie Reynolds,06-02-2024 13:34,792,Discover any cell history street strategy.
383,208,17-05-2024,Present,481,46,Perry Paul,25-11-2024 03:39,645,Television particular teacher store page card life wrong.
384,178,05-07-2024,Absent,182,23,Nicholas Herrera,14-04-2024 15:08,540,Accept Republican care room lay take.
385,11936,28-04-2024,Present,181,71,Denise Jackson,18-04-2024 05:51,152,Most fear candidate majority enough.
386,1633,28-02-2024,Absent,181,9,Louis Logan,12-10-2024 03:24,542,Yeah let cold.
387,12403,17-08-2024,Absent,455,16,Matthew Levine,14-10-2024 19:11,625,Long listen wrong list class.
388,342,22-11-2024,Present,45,3,Robert Allen,05-12-2024 16:30,219,Laugh Mr someone ready.
389,5129,30-09-2024,Absent,360,30,Raymond Rios,14-05-2024 17:56,437,Defense star leader save whom success short stuff.
390,10090,15-05-2024,Absent,415,17,Mr. Jason Good,01-11-2024 22:47,686,Plan personal party fight again power.
391,10843,17-12-2024,Present,88,12,Michael Jenkins,05-11-2024 17:01,164,Religious suggest table mean.
392,9434,23-12-2024,Absent,395,68,Emily Bates,01-11-2024 02:12,490,Fact admit fall read him sign.
393,13409,27-08-2024,Absent,399,90,Benjamin Mcintosh,31-05-2024 17:36,686,She hit trial work can.
394,15401,31-08-2024,Absent,42,93,Matthew Farrell,14-05-2024 12:45,488,Represent sometimes which.
395,16713,18-03-2024,Present,449,41,Charles Calderon,17-03-2024 12:36,677,Car recognize hospital lose brother instead sport.
396,3424,07-12-2024,Absent,234,45,Shelly Ellison,07-08-2024 14:02,912,Begin measure contain lead after evening.
397,14733,08-04-2024,Absent,214,24,Alexandra Clay,26-07-2024 22:43,774,Recent there west old.
398,1685,11-01-2025,Absent,164,79,Dillon Evans,06-12-2024 02:02,521,Around reach people meeting bring.
399,12857,14-07-2024,Absent,254,55,Robert Rose,08-04-2024 09:21,79,Those anyone avoid player.
400,5321,04-03-2024,Present,495,71,Zachary Miller,25-01-2025 04:09,504,Occur amount news career.
401,16010,26-06-2024,Present,74,94,Jorge Mendoza,14-11-2024 14:11,19,Role movement former level thus.
402,18702,26-04-2024,Absent,111,50,Christopher Lewis,09-09-2024 01:53,813,Raise that know course around test door.
403,396,14-03-2024,Absent,337,39,Andre Barnett,24-07-2024 01:46,233,Service job condition.
404,17114,05-07-2024,Absent,203,70,Kayla Marquez,14-12-2024 12:47,111,Draw mean also learn.
405,468,01-12-2024,Present,192,66,Jamie Martin,23-05-2024 11:59,44,Hair sense remember require always.
406,3413,10-03-2024,Absent,470,40,Regina Evans,22-08-2024 22:17,355,Stuff smile ask resource compare.
407,17621,04-06-2024,Present,398,75,Rachel Garcia,26-02-2024 14:12,676,Maintain build network baby reality song Democrat chance.
408,1024,16-07-2024,Present,365,22,Sarah Thomas,04-07-2024 10:55,835,Stuff paper music pick tax.
409,14864,24-03-2024,Absent,15,92,Henry Hale,12-04-2024 07:14,942,Long two fill main help line with.
410,17945,06-07-2024,Absent,403,76,Vanessa Johnson,13-02-2024 22:29,975,Not good understand receive nation edge.
411,14308,30-01-2025,Absent,92,51,Donna Allen,09-02-2024 11:27,144,Newspaper someone door memory marriage ask.
412,2690,15-01-2025,Present,267,70,Melissa Henderson,08-10-2024 15:37,796,Return whatever interest billion.
413,3242,03-09-2024,Absent,305,71,Amanda Russell,23-05-2024 13:34,843,Strategy long owner my.
414,18208,31-08-2024,Present,469,16,Brian Proctor,24-05-2024 17:05,887,Parent resource sort social assume why.
415,12674,15-04-2024,Absent,273,80,Meagan Cordova,05-03-2024 20:16,271,Test happy upon cause between.
416,11545,06-10-2024,Absent,341,92,Brittany Bowen,22-06-2024 22:20,158,Figure parent drop may deal.
417,6194,28-09-2024,Present,75,15,Charles Martin,06-08-2024 19:22,549,And represent half.
418,19172,11-10-2024,Present,148,83,Randy Watkins,29-04-2024 00:35,910,Even effort close rate.
419,11111,03-11-2024,Absent,285,88,Ashley Baldwin,01-07-2024 20:47,313,Charge even police response tree.
420,4845,10-10-2024,Present,300,29,Teresa Bennett,21-01-2025 16:26,765,Fight very understand affect media collection.
421,4673,14-10-2024,Present,73,2,Lisa Mccoy,28-01-2025 00:32,479,Find model nearly set person organization positive.
422,8648,18-02-2024,Present,416,32,Regina Padilla,13-10-2024 01:48,4,Want husband amount off cause main eat.
