enrollment_id,student_id,school_id,grade_level,enrollment_date,status,guardian_contact,previous_school,special_needs,notes
255,5240,86,9,2025-01-04,Inactive,7358908080,"Holloway, Holmes and Conner",land,Down single exactly adult most.
256,10261,90,3,2023-09-17,Active,+1-266-213-2053x415,Kelly PLC,face,Hotel message difference role school ten vote.
257,4773,96,8,2022-07-04,Active,001-655-676-2904x025,"Fitzgerald, Thomas and Montoya",marriage,Child than war director name administration.
258,3265,100,10,2024-07-20,Inactive,(537)531-0129,Hopkins-Rogers,mention,Order value throughout at home.
259,3683,31,9,2021-06-24,Active,(831)943-0800,"Duran, Olson and Hughes",this,Hospital whom believe nice structure stay usually.
260,6705,56,6,2020-08-24,Inactive,001-763-526-1637x35169,"Dunn, Phillips and Malone",service,Three Republican success ok here think.
261,15112,8,12,2022-03-06,Active,+1-696-764-2426x586,Stewart-Wells,practice,Arm expect painting apply.
262,13439,70,5,2021-01-04,Inactive,001-714-245-3167x463,"Ware, Vazquez and Delgado",rest,Sort gas sort yet world.
263,3625,82,2,2021-05-06,Inactive,349.901.9102x0780,"Weeks, Taylor and Foster",particularly,Environment particularly billion wear suffer tell by general.
264,9002,19,6,2022-09-09,Inactive,297.554.7010,Turner-Mcgrath,face,Culture space wind total sell.
265,10765,30,9,2023-08-28,Inactive,+1-858-540-5020,Smith-Decker,color,Fly thus training seek assume.
266,15050,34,4,2023-03-16,Inactive,4602053198,Lucas and Sons,one,Surface just attack dream.
267,16940,99,11,2023-07-04,Inactive,349-695-4701,Price-Reed,study,Candidate own realize he other.
268,12320,60,3,2023-08-15,Active,001-668-247-1856x2783,"Sullivan, May and Hutchinson",of,Experience though game fast short she.
269,18994,41,1,2023-09-07,Inactive,001-352-634-0257x803,"Warner, Flynn and Parks",long,Fall hour kind effect of that stuff.
270,9473,73,6,2023-03-07,Inactive,447-316-9892,"Thompson, Huff and Moss",expect,Build rock benefit none main reflect.
271,9453,75,6,2023-03-20,Active,585-776-7601x388,"Taylor, Alexander and Lopez",purpose,Safe sing letter phone table.
272,1447,60,8,2020-07-06,Active,349-657-6473x609,Griffin-Harrison,campaign,Decision media cut international history protect.
273,6863,48,8,2023-04-16,Active,508-221-4519,"Calderon, Larsen and Montgomery",financial,Brother generation allow anything.
274,1015,50,8,2023-07-21,Inactive,+1-419-560-3267,Williams-Grant,part,Guy suggest success sea.
275,14115,9,7,2023-01-23,Inactive,001-829-885-0049x905,Clark-Osborne,up,Modern top soon during these.
276,3960,56,12,2023-09-04,Inactive,(861)418-5150x3702,Chen-Alexander,imagine,Notice party stuff sea.
277,13496,94,4,2020-03-11,Inactive,(337)933-1016x588,"Sanders, Collins and Snyder",take,Water write single north enter.
278,3218,30,11,2020-08-21,Inactive,(227)283-9534,Romero-Mitchell,rate,Serve forward daughter pay building present.
279,119,69,4,2021-06-12,Inactive,3197989261,Hahn-Robertson,house,No long wish.
280,18473,70,10,2023-10-31,Inactive,853-218-0086,Hunt-Bray,such,Brother friend toward nearly.
281,12164,63,10,2021-06-14,Active,831-358-9962,"Boyer, Kirby and Rogers",evening,Field it wait.
282,14229,96,8,2024-04-13,Active,(455)340-8759,"Gibson, Harris and Adams",push,Police statement itself inside whether open least.
283,2342,36,7,2022-05-23,Active,(314)648-8933x2692,Wolf-Davis,information,We move guess along.
284,15903,22,2,2021-10-28,Active,260-631-7912x9473,Harrell-Yang,artist,Increase single else red opportunity.
285,13057,23,1,2022-04-27,Active,253-501-1787,"Chavez, Carter and Brown",expert,Laugh performance industry join according any sit.
286,1751,80,8,2022-01-03,Active,001-455-409-6068x8109,Wells-Reese,too,State most interest live.
287,18400,63,1,2022-03-10,Active,333.725.7137,Anderson-Schmidt,accept,Happy yes lay whatever phone.
288,14618,83,8,2020-02-22,Inactive,678-619-7068x2091,"Johnson, Thomas and Warren",rock,Life send seek money away.
289,16540,84,1,2022-12-17,Active,(693)993-1542,Jones Inc,indicate,Personal figure north hundred despite stuff story might.
290,12206,47,4,2020-05-17,Inactive,382-925-5726,Rodriguez-Gutierrez,voice,Call government relate administration order perform.
291,15190,93,5,2023-10-02,Active,(612)821-4062,Campbell-Weber,affect,Late citizen behind manage sense.
292,12522,44,12,2020-01-31,Active,726.652.0928,Thomas LLC,drop,Maintain sometimes let issue effect wrong occur.
293,14782,59,12,2022-10-21,Inactive,001-468-787-0620x8548,Mercer-Romero,particularly,Just maintain prevent hope prevent.
294,1375,94,7,2023-11-04,Active,657.612.9112x74271,Johnson Ltd,notice,Tree remember decision resource they admit how.
295,4319,37,3,2020-12-22,Inactive,261-653-3786x409,Gomez-Lawson,wind,Glass green subject wonder contain bank.
296,6763,23,5,2024-02-05,Inactive,320-388-8016x92770,Rodriguez Group,able,Remain somebody dream American senior American green.
297,19338,9,8,2024-09-17,Inactive,390-491-2215x1776,Powers and Sons,attack,Issue oil play painting despite teacher.
298,2974,15,3,2022-04-08,Inactive,935.210.9223,Carroll LLC,black,Value million kitchen build student should.
299,12524,19,7,2023-01-03,Inactive,231.200.7135,Juarez-Klein,energy,Agency positive the value firm bill play.
300,13865,55,6,2020-08-04,Active,+1-975-684-9312,"Woodward, Gomez and Perez",right,A spring right some rest rise.
301,16238,53,10,2022-10-23,Active,+1-652-340-3054x820,Carlson Group,production,On per deep.
302,12378,49,5,2024-01-21,Active,+1-801-699-6656x354,Brown Group,realize,Eight nice try staff show.
303,6799,41,12,2024-07-02,Inactive,394-800-5856,"Johnson, Perez and Huffman",effort,Eye respond that operation mention.
304,10772,3,9,2023-02-15,Active,413.775.1195,Rice-King,mother,Least commercial road push item.
305,836,66,1,2022-07-07,Active,611-211-3264x89363,Smith-Griffin,star,Even center cost size.
306,6157,58,3,2023-07-29,Inactive,371-947-8270,Green Inc,wrong,Maybe effect agency.
307,18842,84,6,2024-12-01,Active,841-250-6584x3599,"Davis, Smith and Luna",keep,Draw big heavy huge leave add.
308,3891,73,8,2024-08-21,Inactive,001-350-296-6764x49124,"Santana, Miller and Watson",interesting,Team hair my these actually surface.
309,17117,16,9,2023-09-07,Active,(679)710-7042x66111,Nguyen and Sons,war,Edge picture task usually study.
310,4699,80,4,2023-10-19,Active,837-992-9414x332,"Pineda, Harrell and Johnson",respond,Care year summer difficult both.
311,18700,62,9,2023-01-28,Inactive,(254)217-2982,Blake-Barrett,prepare,Sit value rather benefit be meeting dark.
312,14546,53,3,2021-03-14,Inactive,492.676.5810,"Reyes, Stokes and Burton",human,Area fill staff should child way candidate.
313,17933,44,4,2022-10-02,Inactive,001-325-208-4072,"Meyer, Bernard and Griffin",site,Government argue back law.
314,11671,47,9,2022-10-20,Inactive,(968)516-8380x508,"Howell, Williams and Morton",power,None leader direction west.
315,3337,78,3,2022-01-01,Active,510.848.7847x72874,"Gonzalez, Macias and Monroe",picture,Itself hotel face world bad seek young.
316,12378,47,11,2021-08-13,Inactive,365-406-8188,"Combs, Willis and Flores",spring,Foreign pick positive property before draw ability.
317,6879,49,11,2024-04-19,Active,281.554.9787,"Wagner, Roberts and Thomas",material,Professional trouble campaign yes born smile assume.
318,17397,37,3,2023-08-19,Active,359-327-2385x816,"Harvey, Rogers and Wilson",just,Tree its suddenly hear their.
319,15514,52,6,2021-03-20,Inactive,001-696-265-1705x06966,Smith Ltd,after,Husband in on get modern catch.
320,13581,13,1,2023-12-31,Active,695-201-5196x207,"Malone, Campos and Preston",say,Grow treatment painting fine she approach hundred peace.
321,3152,28,10,2022-03-30,Active,001-509-736-3925,"Williams, Delgado and Harris",choice,Mission can grow.
322,19789,41,4,2023-06-02,Inactive,454.293.4013x2491,"Barnes, Walker and Luna",lead,Could fire toward appear wall.
323,403,94,11,2023-05-24,Active,001-882-681-2389x376,"Gallagher, Bradley and Charles",assume,Civil them age finally easy act outside.
324,8498,35,3,2022-08-16,Active,+1-948-837-3589x925,Fields and Sons,magazine,Executive other their financial majority.
325,12494,49,4,2023-09-20,Inactive,+1-260-896-8897x842,Adams-Patterson,along,Partner prepare property few woman choose reduce nature.
326,18607,37,12,2022-04-26,Active,+1-947-896-4596x32304,Thompson PLC,national,My responsibility series fall four true.
327,10714,20,3,2022-10-08,Inactive,606.476.2211x182,Serrano-Smith,dream,Thousand the senior group item.
328,5453,3,10,2022-01-25,Inactive,677.526.7881x809,"Singleton, Williams and Garcia",go,Group fact now part form.
329,14030,35,12,2023-02-06,Inactive,(709)269-5523x5798,Lee-Santiago,Mr,Sit nature own.
330,7100,45,11,2022-12-24,Active,001-288-304-6326x616,Davis-Maddox,billion,Home reality all require expect speak.
331,14619,1,12,2021-06-17,Active,528-543-6832x49564,Butler-Brown,state,Happy probably way fact.
332,963,39,8,2021-02-17,Inactive,205-527-4896,"Key, White and Costa",agree,Cut matter without especially agreement focus.
333,19854,49,5,2022-08-01,Inactive,745.224.9906x3794,Dudley Inc,list,Green throughout group that area less.
334,2365,66,5,2024-12-09,Inactive,+1-609-608-4449x16879,Wagner Ltd,especially,Us region great.
335,868,25,7,2022-11-20,Inactive,(291)754-1214x61076,"Smith, Guzman and Johnson",some,Draw defense bank total trouble.
336,17312,28,12,2024-04-17,Inactive,001-446-414-6233x2424,Wilson-Miranda,continue,Bank his score.
337,17617,1,10,2024-07-31,Inactive,+1-282-266-2123x24566,"White, Phillips and Anderson",dark,Hit various consider a show artist.
338,7073,81,11,2024-10-29,Active,(766)383-9909,"Hudson, Hale and Adams",seven,Professor rest necessary president check late.
339,11503,85,7,2022-01-19,Active,(700)560-0901x8904,Nguyen Ltd,building,Want at program school most medical remember better.
340,2340,10,3,2022-04-06,Inactive,(208)548-1632x8734,Sanchez and Sons,think,Really grow free.
341,4776,83,11,2024-05-11,Inactive,728.998.6465,Lara-Ferguson,dream,Inside loss leg.
342,16340,86,9,2022-09-29,Inactive,+1-937-330-0173,Jenkins-Romero,western,Citizen offer property fine.
343,6178,43,7,2023-08-30,Active,278-417-3681x68832,Levine-Hill,green,Son impact evidence produce well.
344,16692,64,4,2021-11-02,Inactive,+1-646-235-7677x444,Ibarra Group,response,Simple room two respond record visit.
345,17880,16,12,2022-08-07,Inactive,8762239723,"Cole, Sherman and Moore",wide,Reduce mention pattern.
346,5420,35,6,2021-03-30,Active,+1-762-312-1597x67422,Kelly Inc,arrive,Traditional pay water crime hand science.
347,7728,49,5,2021-08-14,Active,(338)247-9853,"Thompson, Pearson and Castillo",yard,Arrive agent market the customer.
348,11651,13,10,2021-09-27,Inactive,733.884.1348,"Webb, Morales and Ayers",forget,Degree firm never conference.
349,2760,99,10,2022-08-14,Active,(747)532-2289,"Krueger, Brooks and Holder",create,Reveal born parent question.
350,15488,35,6,2024-11-22,Inactive,562-511-2033x32149,Spence Inc,expect,Whose market production picture father.
351,6585,18,10,2022-05-06,Inactive,+1-615-461-3761x8873,Jones Ltd,go,Become leader moment join opportunity dream.
352,283,92,10,2025-01-13,Inactive,(625)360-4186,Sanchez-Hammond,memory,Since so hold upon.
353,15213,47,8,2020-02-14,Inactive,001-516-658-2527,Schultz PLC,somebody,Win traditional station education option investment manage.
354,10595,7,5,2023-09-28,Active,001-296-797-1614x271,Hernandez-West,point,Play case according health.
355,6726,82,9,2022-02-06,Inactive,507.726.7860,Rhodes-Butler,tell,Education single us her ball later maintain.
356,14176,65,4,2022-05-02,Inactive,843-277-9139,Page Ltd,wear,Together compare recently benefit memory south produce.
357,16783,83,6,2021-07-25,Inactive,001-545-610-3482x68661,Rodriguez and Sons,teach,Hear risk decide before sure control finish.
358,16833,62,1,2021-04-22,Inactive,223.389.8810,Campos-Mills,enter,Learn support citizen hope send weight.
359,6062,62,9,2024-04-13,Inactive,3052753110,Scott-Mcclain,pay,Result involve base right agreement.
360,8154,90,12,2023-07-12,Inactive,001-956-802-2742,"Levy, Williams and Mccormick",check,Listen life word.
361,12522,30,12,2022-05-22,Inactive,001-644-864-1163x289,Hernandez-Walker,prove,Improve stop herself write.
362,6789,51,10,2024-09-21,Active,001-901-503-6945,Solomon-Patel,old,North heart wait dog four.
363,17999,95,3,2023-09-25,Active,638-819-7966x0243,Wilson PLC,our,Become move person leader.
364,11553,74,3,2024-05-01,Inactive,(505)317-4326x8399,Nielsen-Moore,decision,Thousand fill consumer career Mrs guess become.
365,19871,57,4,2023-11-04,Active,993.665.1247x34208,"Nielsen, Barr and Blackwell",reduce,Remember tough authority thousand also me large.
366,16311,41,1,2021-08-31,Inactive,+1-678-311-0987,Mills-Barry,those,Feeling will population care sign.
367,1872,14,7,2020-02-25,Inactive,860.776.6728x34068,"Murphy, Smith and Robinson",produce,According likely staff hear bag.
368,15106,96,5,2023-01-30,Inactive,(397)329-2219x717,"Moore, Moore and Nguyen",common,Imagine capital meeting owner onto teach.
369,5581,61,6,2021-07-25,Active,001-617-844-3495x1886,Salinas-Osborne,enough,Senior conference figure leg.
370,10227,42,4,2020-03-22,Active,001-976-906-7190x619,Rubio-Duffy,particular,Hit series couple environment international.
371,18645,100,9,2022-11-21,Inactive,(930)773-2067x79354,Cunningham-Yang,land,Public film follow among exactly seek step.
372,15797,44,8,2022-05-26,Active,528-861-9777,Bush PLC,office,Particularly six design color meeting relate international end.
373,4835,33,2,2022-10-28,Active,001-978-672-8561x33957,Lewis LLC,campaign,Environmental brother national effort along all.
374,11241,58,4,2024-09-05,Active,+1-986-251-9450,"Ruiz, English and Rodgers",Republican,Ten owner military force property never process.
375,177,84,11,2021-06-28,Inactive,001-732-845-7557x61832,Harris Group,pick,Test edge market political care.
376,5749,44,4,2023-09-08,Active,(362)730-7827,Phillips PLC,option,State wide traditional let.
377,19784,13,6,2021-12-13,Active,+1-762-370-0398x51591,"Powell, Peterson and Flores",big,Light half next civil.
378,16284,43,9,2021-12-01,Inactive,+1-641-515-9031x033,Lawson LLC,parent,Offer factor defense.
379,17147,21,8,2021-02-06,Active,001-579-965-1933x80317,Barnes Group,interesting,Beautiful per young father.
380,17178,27,6,2023-03-18,Active,287-987-9198,Ward-Robertson,ahead,Program such relationship.
381,9586,65,5,2022-04-23,Active,268.959.2531x261,Johnson-Hernandez,trouble,Already fill history design the reflect billion.
382,302,67,11,2024-03-03,Active,+1-986-781-2552,"Richardson, Elliott and Young",around,Right commercial father move star season.
383,1144,69,6,2023-11-27,Inactive,692-202-9428,Cabrera PLC,measure,Never nation environment other leader artist.
384,1515,81,10,2023-03-26,Active,+1-790-846-0586x133,Martinez PLC,democratic,The there happen seem.
385,14524,70,6,2021-07-03,Active,001-555-477-4206x783,Bryant Group,ability,Create last hair support standard beat.
386,19813,23,3,2021-11-26,Inactive,442.554.0499,Huff Group,down,Citizen week security key TV.
387,1691,5,11,2023-04-28,Inactive,343.788.9557,Ortiz and Sons,go,Must far minute seem wrong to fall.
388,9701,75,2,2022-03-01,Active,756.886.1946x81944,Martin Group,data,Positive before operation house.
389,19221,59,9,2022-06-06,Inactive,345-908-6818,Taylor Inc,southern,Evidence million body position thank move.
390,8807,54,4,2025-01-28,Inactive,5584600039,Stone Group,door,Almost charge left successful outside picture.
391,13346,40,10,2024-03-08,Inactive,532-630-1857x4939,Buchanan-Hanson,positive,This tell position executive.
392,17479,63,3,2024-04-29,Active,801.713.4008x5297,Brown-Harvey,stage,Effect player forget than we property.
393,17159,19,2,2024-09-12,Inactive,286.259.9550,"White, Garcia and Graves",research,Sell those treatment development.
394,15670,99,6,2024-05-20,Active,857-521-4135x55214,Cox-Conley,policy,Admit drop move democratic.
395,18728,26,9,2022-01-25,Active,559.342.6873,Vaughn Group,power,Defense little agree oil still.
396,6997,63,8,2022-08-09,Inactive,838.902.7873x8330,Shaw Group,thought,Important sense number air reduce.
397,11417,78,7,2023-11-24,Active,001-673-782-9837x275,"Gibson, Mccarthy and Thomas",base,Fast kid concern star.
398,4467,41,11,2023-08-01,Active,646-569-0547,Washington-Taylor,make,Set response war letter green.
399,10114,90,10,2024-05-27,Active,212.262.3158,Burton-Perez,various,Fire record economic determine majority.
400,2607,34,4,2022-05-05,Active,997.539.6340x087,Harris and Sons,write,Dream meeting first interview.
401,3793,20,4,2022-01-23,Inactive,+1-684-218-7963x8429,Price PLC,change,Culture western majority personal nothing less evening.
402,18282,20,12,2022-12-23,Active,001-917-374-2619x90438,Fernandez and Sons,she,Cold son attorney wait theory mouth.
403,11401,2,3,2021-04-10,Active,329.742.3391,"Juarez, Farmer and Norris",ago,Fast matter human beautiful.
